matrix_id,nrows,ncols,nnz,density,nnz_per_row_mean,nnz_per_row_std,nnz_per_row_min,nnz_per_row_max,zero_diag_fraction,diag_abs_mean,diag_abs_std,diag_dominance_fraction,norm_1,norm_inf,symmetry_score_struct,row_norm2_mean,row_norm2_std,row_norm2_min,row_norm2_max,col_norm2_mean,col_norm2_std,col_norm2_min,col_norm2_max,diag_abs_min,diag_abs_max,tiny_diag_fraction,symmetry_numeric_fro_ratio,spec_radius_est,sigma_max_est_power,row_norm2_spread,pseudo_kappa
Chem97ZtZ,2541,2541,7361,0.0011400594206218,2.8968909878000786,5.599832228849781,2.0,101.0,0.0,46.60274898071626,134.91700892739095,1.0,2287.0238,2287.0238,1.0,51.04293359340667,135.79211910801325,5.511179976413037,1324.689298426782,51.04293359340667,135.79211910801325,5.511179976413037,1324.689298426782,5.419696,1318.0238,0.0,0.0,1324.3336189920838,1330.0201607265064,240.3640062738359,319688.97425719426
CollegeMsg,1899,1899,20296,0.0056280834041141,10.687730384412848,21.867592167708988,0.0,237.0,1.0,0.0,0.0,0.2890995260663507,558.0,1091.0,0.6363815530153725,8.878017247861083,16.42599305588585,0.0,208.95454051060963,10.028077036410112,15.750241556152506,0.0,155.92947123619703,0.0,0.0,1.0,0.7611639335773981,181.11078587606175,229.06359905576392,208.95454051060963,47863.879088403664
Dubcova1,16129,16129,253009,0.000972570486278,15.686589373178746,5.776977646000494,4.0,25.0,0.0,1.725984251968499,0.6599458697932038,0.0004960009920019,8.599319657044235,8.599319657044237,1.0,2.0087999423151492,0.6581710380698506,0.9865765724632442,3.000000000000008,2.0087999423151492,0.6581710380698506,0.9865765724632442,3.000000000000008,0.7999999999999953,2.666666666666677,0.0,0.0,4.636398961509459,4.717361229809789,3.0408182027977113,14.344637896777805
Dubcova2,65025,65025,1030225,0.0002436527754312,15.843521722414456,5.762182765864774,4.0,25.0,0.0,1.729673202614374,0.6599612543756807,0.0001230296039984,8.599319657044246,8.599319657044244,1.0,2.0143242710864593,0.6583701035553825,0.9865765724632444,3.000000000000008,2.0143242710864593,0.6583701035553825,0.9865765724632444,3.000000000000008,0.7999999999999944,2.666666666666677,0.0,0.0,4.639320635956799,4.717161906324336,3.040818202797711,14.344031790294991
EPA,4772,4772,8965,0.0003936855040825,1.8786672254819785,8.899489379518808,0.0,175.0,1.0,0.0,0.0,0.701802179379715,124.0,175.0,0.0124930284439486,0.581071178478592,1.2413796804457042,0.0,13.228756555322953,1.0592018135398602,0.8699188144165231,0.0,11.135528725660045,0.0,0.0,1.0,1.4053518929834272,3.246481171316485,16.15743216535801,13.228756555322953,213.7427366746657
EVA,8497,8497,6726,9.31591734174634e-05,0.7915734965281864,8.936517684115369,0.0,552.0,0.99976462280805,0.0002353771919501,0.0153402017433803,0.8408850182417323,6.0,552.0,0.0041629497472494,0.253390443826343,0.8528580066492166,0.0,23.49468024894146,0.7620715145329955,0.4591519391939589,0.0,2.449489742783178,0.0,1.0,0.99976462280805,1.4112668424169474,2.173447903306995,23.494799770990557,23.49468024894146,552.0028081323262
Erdos02,6927,6927,16944,0.0003531226439082,2.4460805543525335,8.422025019326755,0.0,507.0,1.0,0.0,0.0,0.2010971560560127,507.0,507.0,1.0,1.1236599846352315,1.0878735189727178,0.0,22.516660498395403,1.1236599846352315,1.0878735189727178,0.0,22.516660498395403,0.0,0.0,1.0,0.0,25.77858407005416,25.841292763817908,22.516660498395403,581.8596160025296
Erdos972,5488,5488,14170,0.0004704805183214,2.581997084548105,5.948685777880398,0.0,61.0,1.0,0.0,0.0,0.1346574344023323,61.0,61.0,1.0,1.224385047251794,1.0406144053463449,0.0,7.810249675906654,1.224385047251794,1.0406144053463449,0.0,7.810249675906654,0.0,0.0,1.0,0.0,14.44674356840016,14.44819295061754,7.810249675906654,112.84399430999744
Erdos982,5822,5822,14750,0.0004351586473369,2.5334936447956027,5.9478289579328525,0.0,61.0,1.0,0.0,0.0,0.1477155616626588,61.0,61.0,1.0,1.2015586633470765,1.043911118501566,0.0,7.810249675906654,1.2015586633470765,1.043911118501566,0.0,7.810249675906654,0.0,0.0,1.0,0.0,11.971012261494636,14.654946819997496,7.810249675906654,114.45879365131468
Erdos992,6100,6100,15030,0.000403923676431,2.463934426229508,5.843941315076731,0.0,61.0,1.0,0.0,0.0,0.1649180327868852,61.0,61.0,1.0,1.173178284876651,1.0428744594261514,0.0,7.810249675906654,1.173178284876651,1.0428744594261514,0.0,7.810249675906654,0.0,0.0,1.0,0.0,14.827508728176245,15.130827777303049,7.810249675906654,118.17554274388053
FEM_3D_thermal2,147900,147900,3489300,0.0001595151594945,23.592292089249497,4.480983191777015,12.0,27.0,0.0,0.0157364067706264,0.0282508300893757,0.0,1.0306920813434612,1.0306920813434617,1.0,0.0193235465823185,0.0358343034778956,0.0002964737250044,0.351721776986738,0.0193235465823185,0.0358343034778956,0.0002964737250044,0.3517217769867379,0.0002285450662249,0.2917726443179852,0.0,3.851864338990926e-17,0.5604202728043853,0.5790754127930483,1186.350584631104,686.9864545125306
G22,2000,2000,39980,0.009995,19.99,4.543775962786898,7.0,37.0,1.0,0.0,0.0,0.0,37.0,37.0,1.0,4.441292733112843,0.5147026897142242,2.6457513110645907,6.082762530298219,4.441292733112843,0.5147026897142242,2.6457513110645907,6.082762530298219,0.0,0.0,1.0,0.0,21.076079022668885,21.076079024351955,2.29906813420444,48.45534167886218
G23,2000,2000,39980,0.009995,19.99,4.358887472738886,4.0,36.0,1.0,0.0,0.0,0.0,36.0,36.0,1.0,4.443579245217144,0.4945740505479835,2.0,6.0,4.443579245217144,0.4945740505479835,2.0,6.0,0.0,0.0,1.0,0.0,20.986575456291185,20.98657545717883,3.0,62.95972637153649
G24,2000,2000,39980,0.009995,19.99,4.538821432927275,6.0,38.0,1.0,0.0,0.0,0.0,38.0,38.0,1.0,4.441308951684963,0.5145627227880144,2.449489742783178,6.164414002968976,4.441308951684963,0.5145627227880144,2.449489742783178,6.164414002968976,0.0,0.0,1.0,0.0,21.0745549098429,21.07455491069784,2.516611478423583,53.03646679093028
G25,2000,2000,39980,0.009995,19.99,4.5047641447694025,8.0,39.0,1.0,0.0,0.0,0.0,39.0,39.0,1.0,4.442241498356043,0.5064488822018115,2.8284271247461903,6.244997998398398,4.442241498356043,0.5064488822018115,2.8284271247461903,6.244997998398398,0.0,0.0,1.0,0.0,21.06357094348511,21.063570944414217,2.2079402165819615,46.507105392999435
G26,2000,2000,39980,0.009995,19.99,4.5618965354334815,7.0,40.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0,4.441529678680232,0.5126539899412447,2.6457513110645907,6.324555320336759,4.441529678680232,0.5126539899412447,2.6457513110645907,6.324555320336759,0.0,0.0,1.0,0.0,21.092966140053846,21.092966141524258,2.390457218668787,50.421833176142975
G27,2000,2000,39980,0.009995,19.99,4.543775962786898,7.0,37.0,1.0,0.0,0.0,0.0,37.0,37.0,1.0,4.441292733112843,0.5147026897142242,2.6457513110645907,6.082762530298219,4.441292733112843,0.5147026897142242,2.6457513110645907,6.082762530298219,0.0,0.0,1.0,0.0,8.840709443744744,9.035799503063004,2.29906813420444,20.77391870455247
G28,2000,2000,39980,0.009995,19.99,4.414623426748878,8.0,35.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0,4.44325204521874,0.4975050378232247,2.8284271247461903,5.916079783099616,4.44325204521874,0.4975050378232247,2.8284271247461903,5.916079783099616,0.0,0.0,1.0,0.0,8.689949680123261,8.866422257043375,2.091650066335189,18.545452702100572
G29,2000,2000,39980,0.009995,19.99,4.538821432927275,6.0,38.0,1.0,0.0,0.0,0.0,38.0,38.0,1.0,4.441308951684963,0.5145627227880144,2.449489742783178,6.164414002968976,4.441308951684963,0.5145627227880144,2.449489742783178,6.164414002968976,0.0,0.0,1.0,0.0,8.777763179041678,8.963604391010314,2.516611478423583,22.557909698464588
G30,2000,2000,39980,0.009995,19.99,4.5047641447694025,8.0,39.0,1.0,0.0,0.0,0.0,39.0,39.0,1.0,4.442241498356043,0.5064488822018115,2.8284271247461903,6.244997998398398,4.442241498356043,0.5064488822018115,2.8284271247461903,6.244997998398398,0.0,0.0,1.0,0.0,8.757345543240438,8.958124502725056,2.2079402165819615,19.779003354714938
G31,2000,2000,39980,0.009995,19.99,4.5618965354334815,7.0,40.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0,4.441529678680232,0.5126539899412447,2.6457513110645907,6.324555320336759,4.441529678680232,0.5126539899412447,2.6457513110645907,6.324555320336759,0.0,0.0,1.0,0.0,8.780865141592711,8.993338892687122,2.390457218668787,21.49819187595869
G32,2000,2000,8000,0.002,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.327387077064599,3.3890248980127025,1.0,3.3890248980127025
G33,2000,2000,8000,0.002,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.354113808417014,3.429342565590973,1.0,3.429342565590973
G34,2000,2000,8000,0.002,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.396234094092307,3.5229803936364004,1.0,3.5229803936364004
G35,2000,2000,23556,0.005889,11.778,13.7584052854973,4.0,210.0,1.0,0.0,0.0,0.0,210.0,210.0,1.0,3.218309759618234,1.1918398764708382,2.0,14.491376746189438,3.218309759618234,1.1918398764708382,2.0,14.491376746189438,0.0,0.0,1.0,0.0,26.910703969263345,26.911214273847943,7.245688373094719,194.9902723698807
G36,2000,2000,23532,0.005883,11.766,13.613752017720907,4.0,326.0,1.0,0.0,0.0,0.0,326.0,326.0,1.0,3.226596125765151,1.1640779360495217,2.0,18.05547008526779,3.226596125765151,1.1640779360495217,2.0,18.05547008526779,0.0,0.0,1.0,0.0,26.95475980611485,26.954819843214565,9.027735042633894,243.3409716664716
G37,2000,2000,23570,0.0058925,11.785,13.987486371753862,4.0,279.0,1.0,0.0,0.0,0.0,279.0,279.0,1.0,3.2210396276129303,1.1873936657011253,2.0,16.703293088490067,3.2210396276129303,1.1873936657011253,2.0,16.703293088490067,0.0,0.0,1.0,0.0,27.14652822118998,27.146531779002267,8.351646544245034,226.71823832034227
G38,2000,2000,23558,0.0058895,11.779,13.892989563085406,4.0,249.0,1.0,0.0,0.0,0.0,249.0,249.0,1.0,3.2208804228449224,1.1852971364743583,2.0,15.7797338380595,3.2208804228449224,1.1852971364743583,2.0,15.7797338380595,0.0,0.0,1.0,0.0,27.0981719318675,27.09817513186196,7.88986691902975,213.80099553895232
G39,2000,2000,23556,0.005889,11.778,13.7584052854973,4.0,210.0,1.0,0.0,0.0,0.0,210.0,210.0,1.0,3.218309759618234,1.1918398764708382,2.0,14.491376746189438,3.218309759618234,1.1918398764708382,2.0,14.491376746189438,0.0,0.0,1.0,0.0,15.926508663554165,16.05114906150448,7.245688373094719,116.3016241297532
G40,2000,2000,23532,0.005883,11.766,13.613752017720907,4.0,326.0,1.0,0.0,0.0,0.0,326.0,326.0,1.0,3.226596125765151,1.1640779360495217,2.0,18.05547008526779,3.226596125765151,1.1640779360495217,2.0,18.05547008526779,0.0,0.0,1.0,0.0,18.783452483700906,18.806692031615366,9.027735042633894,169.78183268983767
G41,2000,2000,23570,0.0058925,11.785,13.987486371753862,4.0,279.0,1.0,0.0,0.0,0.0,279.0,279.0,1.0,3.2210396276129303,1.1873936657011253,2.0,16.703293088490067,3.2210396276129303,1.1873936657011253,2.0,16.703293088490067,0.0,0.0,1.0,0.0,17.848065835038593,17.870494252403148,8.351646544245034,149.24805156703349
G42,2000,2000,23558,0.0058895,11.779,13.892989563085406,4.0,249.0,1.0,0.0,0.0,0.0,249.0,249.0,1.0,3.2208804228449224,1.1852971364743583,2.0,15.7797338380595,3.2208804228449224,1.1852971364743583,2.0,15.7797338380595,0.0,0.0,1.0,0.0,16.433608932961224,16.821228892878217,7.88986691902975,132.71725737934727
G43,1000,1000,19980,0.01998,19.98,4.423980108454377,7.0,36.0,1.0,0.0,0.0,0.0,36.0,36.0,1.0,4.441725469488997,0.5010737008592161,2.6457513110645907,6.0,4.441725469488997,0.5010737008592161,2.6457513110645907,6.0,0.0,0.0,1.0,0.0,21.01602653092913,21.016026531311972,2.2677868380553634,47.65986835593161
G44,1000,1000,19980,0.01998,19.98,4.474997206703039,7.0,37.0,1.0,0.0,0.0,0.0,37.0,37.0,1.0,4.441040579957648,0.507108042895623,2.6457513110645907,6.082762530298219,4.441040579957648,0.507108042895623,2.6457513110645907,6.082762530298219,0.0,0.0,1.0,0.0,21.03091660946791,21.030916609890724,2.29906813420444,48.35151021091064
G45,1000,1000,19980,0.01998,19.98,4.3393087007033735,6.0,35.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0,4.442763723556129,0.4917829771898256,2.449489742783178,5.916079783099616,4.442763723556129,0.4917829771898256,2.449489742783178,5.916079783099616,0.0,0.0,1.0,0.0,20.972694010730667,20.972694011301925,2.41522945769824,50.653868383387874
G46,1000,1000,19980,0.01998,19.98,4.252246465105239,8.0,35.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0,4.4439855805641475,0.480616437232382,2.8284271247461903,5.916079783099616,4.4439855805641475,0.480616437232382,2.8284271247461903,5.916079783099616,0.0,0.0,1.0,0.0,20.938860917084707,20.93886091730998,2.091650066335189,43.79676982667472
G47,1000,1000,19980,0.01998,19.98,4.384472602263584,8.0,34.0,1.0,0.0,0.0,0.0,34.0,34.0,1.0,4.44234298964262,0.4955691297619923,2.8284271247461903,5.830951894845301,4.44234298964262,0.4955691297619923,2.8284271247461903,5.830951894845301,0.0,0.0,1.0,0.0,20.98623964248209,20.986239642745456,2.0615528128088303,43.26424136578208
G48,3000,3000,12000,0.0013333333333333,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.87579262651651,3.940918080371711,1.0,3.940918080371711
G49,3000,3000,12000,0.0013333333333333,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.863177861256718,3.931955201215192,1.0,3.931955201215192
G50,3000,3000,12000,0.0013333333333333,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.8806454994829136,3.9425306752042686,1.0,3.9425306752042686
G51,1000,1000,11818,0.011818,11.818,12.929612368512831,5.0,156.0,1.0,0.0,0.0,0.0,156.0,156.0,1.0,3.2303130126329087,1.176043298698863,2.23606797749979,12.489995996796797,3.2303130126329087,1.176043298698863,2.23606797749979,12.489995996796797,0.0,0.0,1.0,0.0,24.497202359880312,24.49720248562952,5.585696017507576,136.83392636405753
G52,1000,1000,11832,0.011832,11.832,12.400071612696438,5.0,171.0,1.0,0.0,0.0,0.0,171.0,171.0,1.0,3.2403889307172236,1.1540708720374548,2.23606797749979,13.07669683062202,3.2403889307172236,1.1540708720374548,2.23606797749979,13.07669683062202,0.0,0.0,1.0,0.0,23.696349493919687,23.696349804900233,5.848076606885378,138.57806896260996
G53,1000,1000,11828,0.011828,11.828,12.420161673665923,5.0,136.0,1.0,0.0,0.0,0.0,136.0,136.0,1.0,3.2399033698404627,1.1537010679098882,2.23606797749979,11.6619037896906,3.2399033698404627,1.1537010679098882,2.23606797749979,11.6619037896906,0.0,0.0,1.0,0.0,23.85364738106316,23.853647972138837,5.215361924162119,124.40540738625984
G54,1000,1000,11832,0.011832,11.832,12.38700028255429,5.0,136.0,1.0,0.0,0.0,0.0,136.0,136.0,1.0,3.239458896018176,1.156678892782566,2.23606797749979,11.6619037896906,3.239458896018176,1.156678892782566,2.23606797749979,11.6619037896906,0.0,0.0,1.0,0.0,23.908185781841624,23.908200606561408,5.215361924162119,124.68991911869004
G55,5000,5000,24996,0.00099984,4.9992,2.259557337179121,0.0,15.0,1.0,0.0,0.0,0.0062,15.0,15.0,1.0,2.1703097307220487,0.5375459726694917,0.0,3.872983346207417,2.1703097307220487,0.5375459726694917,0.0,3.872983346207417,0.0,0.0,1.0,0.0,5.724188353461051,6.230718638082117,3.872983346207417,24.1314695201962
G56,5000,5000,24996,0.00099984,4.9992,2.259557337179121,0.0,15.0,1.0,0.0,0.0,0.0062,15.0,15.0,1.0,2.1703097307220487,0.5375459726694917,0.0,3.872983346207417,2.1703097307220487,0.5375459726694917,0.0,3.872983346207417,0.0,0.0,1.0,0.0,4.718992137264816,4.880803312896537,3.872983346207417,18.90326994696228
G57,5000,5000,20000,0.0008,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3866571170006616,3.485262384176804,1.0,3.485262384176804
G58,5000,5000,59140,0.0023656,11.828,15.764593746747806,4.0,561.0,1.0,0.0,0.0,0.0,561.0,561.0,1.0,3.221337341528596,1.204568691305513,2.0,23.68543856465402,3.221337341528596,1.204568691305513,2.0,23.68543856465402,0.0,0.0,1.0,0.0,32.119257088426636,32.11927733037548,11.84271928232701,380.3795849748465
G59,5000,5000,59140,0.0023656,11.828,15.764593746747806,4.0,561.0,1.0,0.0,0.0,0.0,561.0,561.0,1.0,3.221337341528596,1.204568691305513,2.0,23.68543856465402,3.221337341528596,1.204568691305513,2.0,23.68543856465402,0.0,0.0,1.0,0.0,24.25169727424063,24.278568784459907,11.84271928232701,287.524274691026
G60,7000,7000,34296,0.0006999183673469,4.8994285714285715,2.183483380625872,0.0,14.0,1.0,0.0,0.0,0.0061428571428571,14.0,14.0,1.0,2.1502972727466436,0.5250240092099784,0.0,3.7416573867739418,2.1502972727466436,0.5250240092099784,0.0,3.7416573867739418,0.0,0.0,1.0,0.0,4.702054701962476,6.056465943716777,3.7416573867739418,22.66122053605269
G61,7000,7000,34296,0.0006999183673469,4.8994285714285715,2.183483380625872,0.0,14.0,1.0,0.0,0.0,0.0061428571428571,14.0,14.0,1.0,2.1502972727466436,0.5250240092099784,0.0,3.7416573867739418,2.1502972727466436,0.5250240092099784,0.0,3.7416573867739418,0.0,0.0,1.0,0.0,4.679272649054611,4.798996418826047,3.7416573867739418,17.95620039960217
G62,7000,7000,28000,0.0005714285714285,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3734632652973415,3.4783229444535846,1.0,3.4783229444535846
G63,7000,7000,82918,0.0016922040816326,11.845428571428572,16.25339856203393,4.0,589.0,1.0,0.0,0.0,0.0,589.0,589.0,1.0,3.2208294315956,1.2131308025090026,2.0,24.269322199023193,3.2208294315956,1.2131308025090026,2.0,24.269322199023193,0.0,0.0,1.0,0.0,33.37991197109088,33.38200719104615,12.134661099511597,405.0793440848041
G64,7000,7000,82918,0.0016922040816326,11.845428571428572,16.25339856203393,4.0,589.0,1.0,0.0,0.0,0.0,589.0,589.0,1.0,3.2208294315956,1.2131308025090026,2.0,24.269322199023193,3.2208294315956,1.2131308025090026,2.0,24.269322199023193,0.0,0.0,1.0,0.0,24.84481310711339,24.864549385818687,12.134661099511597,301.722880188979
G65,8000,8000,32000,0.0005,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3628772217978664,3.449865183545449,1.0,3.449865183545449
G66,9000,9000,36000,0.0004444444444444,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3889406103593185,3.4663854127283735,1.0,3.4663854127283735
G67,10000,10000,40000,0.0004,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.3757112368150497,3.473315242938939,1.0,3.473315242938939
GD06_Java,1538,1538,8032,0.003395557028617,5.222366710013004,5.964347400373138,0.0,72.0,1.0,0.0,0.0,0.0208062418725617,754.0,72.0,0.0535358565737051,2.0284620890565077,1.0524772032084653,0.0,8.48528137423857,1.2871397069817934,1.8882897247837336,0.0,27.459060435491963,0.0,0.0,1.0,1.375837303918087,7.538424986888729,36.50075441077403,8.48528137423857,309.71917154739725
GD96_a,1096,1096,1677,0.0013960853002291,1.530109489051095,1.3335255899160887,0.0,17.0,1.0,0.0,0.0,0.000912408759124,123.0,17.0,0.0,1.1910923084716458,0.3869493114530533,0.0,4.123105625617661,1.121823071625432,0.5567258327967075,0.0,12.12435565298214,0.0,0.0,1.0,1.4142135623730951,0.5035479246456259,12.454627406924416,4.123105625617661,51.351744326461954
GT01R,7980,7980,430909,0.0067667445556246,53.99862155388471,11.189050909495174,1.0,90.0,0.0,80.9352265668441,107.2720787205226,0.0372180451127819,197392.61212450673,390862.7213017135,0.883165,1784.4001375270684,6308.985185330395,6.448209548019357,189556.56794144545,2431.3787139856954,6088.988049643576,6.735316064965264,136513.83366304715,4.901762642256356,1946.702668702731,0.0,1.4262964430439329,26574.04442912562,195006.53160431675,29396.77541956898,5732563214.921181
Goodwin_010,1182,1182,32282,0.0231060378320034,27.311336717428087,17.718933349928548,1.0,62.0,0.2529610829103215,0.3464536534639023,0.3003606982846379,0.1362098138747885,1.58905249869195,1.0000000000002005,0.9044978625859612,0.4600606570342689,0.2197970584441175,0.3099553579970593,1.0,0.4062507977467932,0.3081020032093009,0.0050195702656001,1.0290244938888116,0.0,1.0,0.2529610829103215,0.4884974678581906,1.0000053188139022,1.0367746532896835,3.2262710554901504,3.344916054974342
Goodwin_013,1965,1965,56069,0.0145210393074736,28.533842239185752,17.445152136749858,1.0,62.0,0.2575063613231552,0.3251187120752024,0.2786161653554153,0.1063613231552162,1.5912270437677372,1.0000000000002005,0.92698282473381,0.4415190299133233,0.1988548333051145,0.3108176004232408,1.0,0.3867868555745762,0.2913386806778991,0.0038677974307377,1.029048972011603,0.0,1.0,0.2575063613231552,0.5149317001554099,1.000004498416262,1.0352037971622403,3.2173210224848865,3.330582939166257
Goodwin_017,3317,3317,97773,0.0088864437855834,29.476334036780223,17.17260082047472,1.0,62.0,0.2610792885137172,0.307959662352767,0.2584742571651177,0.0823032861018993,1.5929401768661768,1.0000000000002007,0.9433585959313922,0.4265897392680111,0.1788145969459407,0.311498795371561,1.0,0.3711294837148424,0.2760731280788542,0.0029616951511032,1.0290682490575294,0.0,1.0,0.2610792885137172,0.5393463773419278,1.000012462401827,1.0384858114072613,3.210285287964543,3.333835722120652
