matrix_id,nrows,ncols,nnz,density,nnz_per_row_mean,nnz_per_row_std,nnz_per_row_min,nnz_per_row_max,zero_diag_fraction,diag_abs_mean,diag_abs_std,diag_dominance_fraction,norm_1,norm_inf,symmetry_score_struct
Erdos982,5822,5822,14750,0.0004351586473369,2.5334936447956027,5.9478289579328525,0.0,61.0,1.0,0.0,0.0,0.1477155616626588,61.0,61.0,1.0
Erdos992,6100,6100,15030,0.000403923676431,2.463934426229508,5.843941315076731,0.0,61.0,1.0,0.0,0.0,0.1649180327868852,61.0,61.0,1.0
FEM_3D_thermal2,147900,147900,3489300,0.0001595151594945,23.592292089249497,4.480983191777015,12.0,27.0,0.0,0.0157364067706264,0.0282508300893757,0.0,1.0306920813434612,1.0306920813434617,1.0
G22,2000,2000,39980,0.009995,19.99,4.543775962786898,7.0,37.0,1.0,0.0,0.0,0.0,37.0,37.0,1.0
G23,2000,2000,39980,0.009995,19.99,4.358887472738886,4.0,36.0,1.0,0.0,0.0,0.0,36.0,36.0,1.0
G24,2000,2000,39980,0.009995,19.99,4.538821432927275,6.0,38.0,1.0,0.0,0.0,0.0,38.0,38.0,1.0
G25,2000,2000,39980,0.009995,19.99,4.5047641447694025,8.0,39.0,1.0,0.0,0.0,0.0,39.0,39.0,1.0
G26,2000,2000,39980,0.009995,19.99,4.5618965354334815,7.0,40.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0
G27,2000,2000,39980,0.009995,19.99,4.543775962786898,7.0,37.0,1.0,0.0,0.0,0.0,37.0,37.0,1.0
G28,2000,2000,39980,0.009995,19.99,4.414623426748878,8.0,35.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0
G29,2000,2000,39980,0.009995,19.99,4.538821432927275,6.0,38.0,1.0,0.0,0.0,0.0,38.0,38.0,1.0
G30,2000,2000,39980,0.009995,19.99,4.5047641447694025,8.0,39.0,1.0,0.0,0.0,0.0,39.0,39.0,1.0
G31,2000,2000,39980,0.009995,19.99,4.5618965354334815,7.0,40.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0
G32,2000,2000,8000,0.002,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G33,2000,2000,8000,0.002,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G34,2000,2000,8000,0.002,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G35,2000,2000,23556,0.005889,11.778,13.7584052854973,4.0,210.0,1.0,0.0,0.0,0.0,210.0,210.0,1.0
G36,2000,2000,23532,0.005883,11.766,13.613752017720907,4.0,326.0,1.0,0.0,0.0,0.0,326.0,326.0,1.0
G37,2000,2000,23570,0.0058925,11.785,13.987486371753862,4.0,279.0,1.0,0.0,0.0,0.0,279.0,279.0,1.0
G38,2000,2000,23558,0.0058895,11.779,13.892989563085406,4.0,249.0,1.0,0.0,0.0,0.0,249.0,249.0,1.0
G39,2000,2000,23556,0.005889,11.778,13.7584052854973,4.0,210.0,1.0,0.0,0.0,0.0,210.0,210.0,1.0
G40,2000,2000,23532,0.005883,11.766,13.613752017720907,4.0,326.0,1.0,0.0,0.0,0.0,326.0,326.0,1.0
G41,2000,2000,23570,0.0058925,11.785,13.987486371753862,4.0,279.0,1.0,0.0,0.0,0.0,279.0,279.0,1.0
G42,2000,2000,23558,0.0058895,11.779,13.892989563085406,4.0,249.0,1.0,0.0,0.0,0.0,249.0,249.0,1.0
G43,1000,1000,19980,0.01998,19.98,4.423980108454377,7.0,36.0,1.0,0.0,0.0,0.0,36.0,36.0,1.0
G44,1000,1000,19980,0.01998,19.98,4.474997206703039,7.0,37.0,1.0,0.0,0.0,0.0,37.0,37.0,1.0
G45,1000,1000,19980,0.01998,19.98,4.3393087007033735,6.0,35.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0
G46,1000,1000,19980,0.01998,19.98,4.252246465105239,8.0,35.0,1.0,0.0,0.0,0.0,35.0,35.0,1.0
G47,1000,1000,19980,0.01998,19.98,4.384472602263584,8.0,34.0,1.0,0.0,0.0,0.0,34.0,34.0,1.0
G48,3000,3000,12000,0.0013333333333333,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G49,3000,3000,12000,0.0013333333333333,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G50,3000,3000,12000,0.0013333333333333,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G51,1000,1000,11818,0.011818,11.818,12.929612368512831,5.0,156.0,1.0,0.0,0.0,0.0,156.0,156.0,1.0
G52,1000,1000,11832,0.011832,11.832,12.400071612696438,5.0,171.0,1.0,0.0,0.0,0.0,171.0,171.0,1.0
G53,1000,1000,11828,0.011828,11.828,12.420161673665923,5.0,136.0,1.0,0.0,0.0,0.0,136.0,136.0,1.0
G54,1000,1000,11832,0.011832,11.832,12.38700028255429,5.0,136.0,1.0,0.0,0.0,0.0,136.0,136.0,1.0
G55,5000,5000,24996,0.00099984,4.9992,2.259557337179121,0.0,15.0,1.0,0.0,0.0,0.0062,15.0,15.0,1.0
G56,5000,5000,24996,0.00099984,4.9992,2.259557337179121,0.0,15.0,1.0,0.0,0.0,0.0062,15.0,15.0,1.0
G57,5000,5000,20000,0.0008,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G58,5000,5000,59140,0.0023656,11.828,15.764593746747806,4.0,561.0,1.0,0.0,0.0,0.0,561.0,561.0,1.0
G59,5000,5000,59140,0.0023656,11.828,15.764593746747806,4.0,561.0,1.0,0.0,0.0,0.0,561.0,561.0,1.0
G60,7000,7000,34296,0.0006999183673469,4.8994285714285715,2.183483380625872,0.0,14.0,1.0,0.0,0.0,0.0061428571428571,14.0,14.0,1.0
G61,7000,7000,34296,0.0006999183673469,4.8994285714285715,2.183483380625872,0.0,14.0,1.0,0.0,0.0,0.0061428571428571,14.0,14.0,1.0
G62,7000,7000,28000,0.0005714285714285,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G63,7000,7000,82918,0.0016922040816326,11.845428571428572,16.25339856203393,4.0,589.0,1.0,0.0,0.0,0.0,589.0,589.0,1.0
G64,7000,7000,82918,0.0016922040816326,11.845428571428572,16.25339856203393,4.0,589.0,1.0,0.0,0.0,0.0,589.0,589.0,1.0
G65,8000,8000,32000,0.0005,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G66,9000,9000,36000,0.0004444444444444,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
G67,10000,10000,40000,0.0004,4.0,0.0,4.0,4.0,1.0,0.0,0.0,0.0,4.0,4.0,1.0
GD06_Java,1538,1538,8032,0.003395557028617,5.222366710013004,5.964347400373138,0.0,72.0,1.0,0.0,0.0,0.0208062418725617,754.0,72.0,0.0535358565737051
GD96_a,1096,1096,1677,0.0013960853002291,1.530109489051095,1.3335255899160887,0.0,17.0,1.0,0.0,0.0,0.000912408759124,123.0,17.0,0.0
GT01R,7980,7980,430909,0.0067667445556246,53.99862155388471,11.189050909495174,1.0,90.0,0.0,80.9352265668441,107.2720787205226,0.0372180451127819,197392.61212450673,390862.7213017135,0.883165
Goodwin_010,1182,1182,32282,0.0231060378320034,27.311336717428087,17.718933349928548,1.0,62.0,0.2529610829103215,0.3464536534639023,0.3003606982846379,0.1362098138747885,1.58905249869195,1.0000000000002005,0.9044978625859612
Goodwin_013,1965,1965,56069,0.0145210393074736,28.533842239185752,17.445152136749858,1.0,62.0,0.2575063613231552,0.3251187120752024,0.2786161653554153,0.1063613231552162,1.5912270437677372,1.0000000000002005,0.92698282473381
Goodwin_017,3317,3317,97773,0.0088864437855834,29.476334036780223,17.17260082047472,1.0,62.0,0.2610792885137172,0.307959662352767,0.2584742571651177,0.0823032861018993,1.5929401768661768,1.0000000000002007,0.9433585959313922
Goodwin_023,6005,6005,182168,0.0050517990489468,30.336053288925896,16.887134984079324,1.0,62.0,0.2641132389675271,0.2931115637655212,0.2386420826264054,0.0614487926727726,1.594397889010033,1.000000000000201,0.9582418426946556
Hamrle2,5952,5952,22162,0.0006255803597236,3.723454301075269,1.3972903513116368,2.0,5.0,0.9986559139784946,0.0009453626563077,0.02972985024596,0.0,119.09771948534204,116.09771948534204,0.0013536684414764
Hook_1498,1498023,1498023,60917445,2.7145929514354177e-05,40.66522676888138,13.953772085630977,15.0,93.0,0.0,33471.53157590649,9870.701666300303,0.0214849838754144,500205.3988902099,500205.3988902098,1.0
Kaufhold,8765,8765,42471,0.0005528262364347,4.845521962350257,2.280571898556649,1.0,28.0,0.0,536784434065039.3,494867278123477.06,0.899030233884769,999999999989701.2,999999999989701.2,1.0
Kohonen,4470,4470,12731,0.0006371584863544,2.8480984340044744,17.649735621957245,0.0,735.0,0.9995525727069352,0.0004474272930648,0.0211477446050943,0.5935123042505592,51.0,735.0,0.0018851622024978
LeGresley_2508,2508,2508,16727,0.0026592734191575,6.669457735247209,3.9901683630641527,1.0,28.0,0.0,1519.7185320029998,12037.232708627862,0.1574960127591706,216685.4502712942,216704.7118765628,0.8619597058647696
LeGresley_4908,4908,4908,30482,0.0012654189989033,6.210676446617767,3.2432665044719324,1.0,38.0,0.000203748981255,421.4979782655485,2485.068839608333,0.0444172779136104,175828.41565691822,174384.74079778942,0.9810051833869168
Lederberg,8843,8843,41601,0.0005319912879824,4.704398959629085,20.688946054541525,0.0,1098.0,0.9993214972294472,0.0007915865656451,0.0318924371370166,0.4879565758226846,135.0,1098.0,0.0031730006490228
M20PI_n,1182,1182,2881,0.0020620932716065,2.437394247038917,0.6535515198284818,1.0,12.0,0.5896785109983079,0.1899959274621527,2.9820743729125807,0.0067681895093062,67.79309270807516,67.79309270807516,1.0
M20PI_n1,1028,1028,2547,0.0024101424699844,2.477626459143969,0.5872224143960909,0.0,8.0,0.5321011673151751,0.0064715672994911,0.1214378192363653,0.0019455252918287,7.027921017393995,7.027921017393995,1.0
M40PI_n,2182,2182,5341,0.0011217939293326,2.4477543538038495,0.5876610867301377,1.0,12.0,0.5669110907424382,0.1029217168928801,2.196865307300361,0.0036663611365719,67.79309270807516,67.79309270807516,1.0
M40PI_n1,2028,2028,5007,0.0012174235262537,2.4689349112426036,0.5453058148056827,0.0,8.0,0.5359960552268245,0.0032804591636474,0.086520532104991,0.0009861932938856,7.027921017393995,7.027921017393995,1.0
M80PI_n,4182,4182,10261,0.0005867074874647,2.453610712577714,0.5468269581868862,1.0,12.0,0.5540411286465806,0.0537004271306227,1.5876932637283814,0.0019129603060736,67.79309270807516,67.79309270807516,1.0
M80PI_n1,4028,4028,9927,0.0006118417354585,2.4644985104270107,0.5225603662669172,0.0,8.0,0.5379841112214498,0.0016516313763348,0.0614133449215951,0.0004965243296921,7.027921017393995,7.027921017393995,1.0
MISKnowledgeMap,2427,2427,57022,0.0096806137653771,23.494849608570252,13.255355295624073,1.0,80.0,1.0,0.0,0.0,0.0,50.410000000000025,50.41,1.0
Muu,7102,7102,170134,0.0033731043512003,23.95578710222473,9.980663628174126,12.0,49.0,0.0,0.0002386816612185,0.0001580067544639,0.4460715291467192,0.0010018552875695,0.0010018552875695,1.0
Na5,5832,5832,305630,0.0089858869564072,52.405692729766805,59.2541116557669,14.0,204.0,0.0,10.85804732679876,0.1320256120494593,0.1311728395061728,31.22097915948108,31.220979159481097,1.0
NotreDame_yeast,2114,2114,4480,0.0010024622980195,2.119205298013245,3.0484855387382512,0.0,56.0,0.9649952696310312,0.0350047303689687,0.1837917278355165,0.1338694418164616,56.0,56.0,1.0
ODLIS,2909,2909,18246,0.0021561562420345,6.2722585080783775,4.649131969739396,0.0,41.0,0.998281196287384,0.001718803712616,0.0414228128742305,0.0044688896528016,593.0,42.0,0.2045927874602652
Pd,8081,8081,13036,0.0001996246364671,1.6131666872911767,0.7391302045538249,1.0,5.0,0.0,1.0,0.0,0.8340551911892092,65895.99999999999,65893.99999999999,0.619898741945382
Roget,1022,1022,5075,0.0048588585368469,4.965753424657534,3.621230257948156,0.0,22.0,0.9990215264187868,0.0009784735812133,0.0312652550071829,0.0244618395303326,22.0,22.0,0.562167487684729
S20PI_n,1182,1182,2881,0.0020620932716065,2.437394247038917,0.6535515198284818,1.0,12.0,0.5896785109983079,0.1899959274621527,2.9820743729125807,0.0067681895093062,67.79309270807516,67.79309270807516,1.0
S20PI_n1,1028,1028,2547,0.0024101424699844,2.477626459143969,0.5872224143960909,0.0,8.0,0.5321011673151751,0.0064715672994911,0.1214378192363653,0.0019455252918287,7.027921017393995,7.027921017393995,1.0
S40PI_n,2182,2182,5341,0.0011217939293326,2.4477543538038495,0.5876610867301377,1.0,12.0,0.5669110907424382,0.1029217168928801,2.196865307300361,0.0036663611365719,67.79309270807516,67.79309270807516,1.0
S40PI_n1,2028,2028,5007,0.0012174235262537,2.4689349112426036,0.5453058148056827,0.0,8.0,0.5359960552268245,0.0032804591636474,0.086520532104991,0.0009861932938856,7.027921017393995,7.027921017393995,1.0
S80PI_n,4182,4182,10261,0.0005867074874647,2.453610712577714,0.5468269581868862,1.0,12.0,0.5540411286465806,0.0537004271306227,1.5876932637283814,0.0019129603060736,67.79309270807516,67.79309270807516,1.0
S80PI_n1,4028,4028,9927,0.0006118417354585,2.4644985104270107,0.5225603662669172,0.0,8.0,0.5379841112214498,0.0016516313763348,0.0614133449215951,0.0004965243296921,7.027921017393995,7.027921017393995,1.0
SciMet,3084,3084,10413,0.0010948311102363,3.3764591439688716,6.64945730146249,0.0,104.0,0.9996757457846952,0.0003242542153047,0.0180041404823628,0.422503242542153,121.0,105.0,0.0025929127052722
SiH4,5041,5041,171903,0.0067647236717633,34.100972029359255,32.83014785921707,13.0,205.0,0.0,15.682237133671949,0.39296711184325,0.1396548303907955,37.609097461220586,37.60909746122059,1.0
SiNa,5743,5743,198787,0.0060271270593285,34.613790701723836,32.818443222186005,11.0,250.0,0.0,10.907130475131169,0.216185594996942,0.1264147658018457,31.036897697210257,31.03689769721026,1.0
Sieber,2290,2290,14873,0.002836139661715,6.4947598253275105,67.47075199141695,4.0,2289.0,0.0004366812227074,31790.212796641204,45967.983971618785,0.1668122270742358,409791.2774951986,409403.2791445153,0.7692462852148187
SmaGri,1059,1059,4919,0.0043861643665831,4.64494806421152,14.754730694844222,0.0,232.0,0.9990557129367328,0.0009442870632672,0.0307147421478575,0.4390934844192634,89.0,232.0,0.0010164667615368
TSC_OPF_1047,8140,8140,2016902,0.0304393929332504,247.77665847665847,323.64637896907243,1.0,1526.0,0.4998771498771499,29.009113319426294,215.5482202101378,0.0466830466830466,66395.67417120225,66395.67417120225,1.0
TSOPF_FS_b9_c1,2454,2454,25032,0.0041566784831112,10.200488997555013,42.765729789431376,1.0,1210.0,0.7432762836185819,17.92476736243767,191.50822017090283,0.0069274653626731,7324.236086290856,7324.236086290855,1.0
TSOPF_RS_b9_c6,7224,7224,54082,0.0010363280881128,7.486434108527132,3.4993408361776166,2.0,11.0,0.000968992248062,1.0010408684891992,0.077805370406036,0.0024916943521594,85.39953537628855,85.39953537628855,0.2672793165933212
Trefethen_2000,2000,2000,41906,0.0104765,20.953,1.4059839970639785,12.0,22.0,0.0,8137.3135,5130.034685284082,0.997,17400.0,17400.0,1.0
USpowerGrid,4941,4941,13188,0.0005401933464547,2.66909532483303,1.7912722617587216,1.0,19.0,1.0,0.0,0.0,0.0,19.0,19.0,1.0
Zewail,6752,6752,54233,0.0011895939907571,8.032138625592417,16.867979608301965,0.0,227.0,0.9998518957345972,0.0001481042654028,0.0121689083540559,0.3215343601895735,166.0,227.0,0.0018623347408404
add20,2395,2395,17319,0.0030193383048365,7.231315240083507,13.03186797930596,2.0,124.0,0.0,0.1401442766754035,0.0994600396871279,0.9870563674321504,0.9958959526008812,0.9959010963618918,1.0
add32,4960,4960,23884,0.0009708311654526,4.815322580645161,3.683409718454661,2.0,32.0,0.0,0.0165677422587525,0.0082815794794867,0.9419354838709676,0.084139877478193,0.0837295485769858,1.0
adder_dcop_01,1813,1813,11156,0.0033940082793601,6.153337010479867,30.7773114002446,1.0,1310.0,0.0066188637617209,0.000113842092169,0.0008306099987211,0.3154991726420298,1.0751411408442664,1.10685005591742,0.7102007888131947
adder_dcop_02,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.001388953616013,0.0096060515376617,0.29288472145615,1.86917893371453,1.8415909516540203,0.7045171616574782
adder_dcop_03,1813,1813,11148,0.0033915744261658,6.148924434638721,30.77761980859698,1.0,1310.0,0.0066188637617209,0.0067130647427164,0.1276941432025098,0.6188637617209046,3.8667311592895217,3.8673432589651777,0.7006637961966272
adder_dcop_04,1813,1813,11107,0.0033791009285454,6.126309983452841,30.779450267183492,1.0,1310.0,0.0066188637617209,0.0038990851187907,0.0397255387113819,0.5096525096525096,2.957396240210657,2.9967099444506644,0.7072116683172774
adder_dcop_05,1813,1813,11097,0.0033760586120526,6.1207942636514066,30.7772502322208,1.0,1310.0,0.0066188637617209,0.0088017704089992,0.1431499312435289,0.5576392719249862,7.713372733803348,7.74001463540213,0.7046048481571596
adder_dcop_06,1813,1813,11224,0.003414696031511,6.190843905129619,30.77726297392162,1.0,1310.0,0.0066188637617209,0.0051301939041632,0.0583909902829789,0.516822945394374,4.2297046791781305,4.284417592412092,0.7050071275837491
adder_dcop_07,1813,1813,11226,0.0034153044948096,6.191947049089906,30.77689768337919,1.0,1310.0,0.0066188637617209,0.0063268504388243,0.0993765641350647,0.5261996690568119,7.749681655018925,7.789351977366943,0.7048815250311776
adder_dcop_08,1813,1813,11242,0.0034201722011981,6.2007722007722,30.77723565191275,1.0,1310.0,0.0066188637617209,0.0043124136636155,0.0481351493106983,0.5719801434087148,4.683553971440124,4.72273278830536,0.7042341220423413
adder_dcop_09,1813,1813,11239,0.0034192595062502,6.1991174848317705,30.77712991234668,1.0,1310.0,0.0066188637617209,0.0244841111495162,0.4466572238332934,0.5648097076668506,29.86749469980783,29.90039982252659,0.7047780051606015
adder_dcop_10,1813,1813,11232,0.0034171298847053,6.195256480970767,30.777486195011683,1.0,1310.0,0.0066188637617209,0.0052221313449742,0.0613924678148445,0.5956977385548814,4.910903779854328,4.931754204317034,0.7043269230769231
adder_dcop_11,1813,1813,11243,0.0034204764328474,6.201323772752344,30.77720516669044,1.0,1310.0,0.0066188637617209,0.0036578135399176,0.0269548575010846,0.5548814120242692,2.9327911803262636,2.9447504336962957,0.7045272614070978
adder_dcop_12,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0031500165518098,0.0178494770889807,0.5642581356867071,2.4395857595454244,2.46329144885761,0.7045171616574782
adder_dcop_13,1813,1813,11245,0.0034210848961459,6.202426916712631,30.77712624501483,1.0,1310.0,0.0066188637617209,0.0029337610310649,0.0145320787324405,0.5670159955874241,2.1878279025032183,2.1904058056457516,0.7045798132503335
adder_dcop_14,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.002987297291506,0.0173774986145163,0.5868725868725869,2.432901451566032,2.441176650242728,0.7045171616574782
adder_dcop_15,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.002812172168936,0.0140803773540506,0.5592939878654164,2.1784493723942218,2.178522520090628,0.7045171616574782
adder_dcop_16,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0027072810920621,0.0119901726657016,0.5631549917264203,2.005446335498129,2.0045320582834045,0.7045171616574782
adder_dcop_17,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0026707494190663,0.0112287676939879,0.5940430226144512,1.9392586161836076,1.9438932270366365,0.7045171616574782
adder_dcop_18,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0026710912190847,0.0109866708418342,0.5824600110314396,1.9165587222206837,1.9178313015457893,0.7045171616574782
adder_dcop_19,1813,1813,11245,0.0034210848961459,6.202426916712631,30.777197930893937,1.0,1310.0,0.0066188637617209,0.0026268668704379,0.0108417376076844,0.5956977385548814,1.9045752483915277,1.9118726778078083,0.7045798132503335
adder_dcop_20,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025939858503261,0.0100636481044902,0.5686707115278544,1.8370462535841583,1.8371666669164195,0.7045171616574782
adder_dcop_21,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025453818172358,0.0080783249669199,0.5780474351902923,1.664052078975902,1.6649443571822884,0.7045171616574782
adder_dcop_22,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025671633121274,0.0081001802080061,0.5774958632101489,1.6649043967600554,1.6631671757240047,0.7045171616574782
adder_dcop_23,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025658458231196,0.0081109829084322,0.5785990071704358,1.664517657684761,1.663936730698138,0.7045171616574782
adder_dcop_24,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.002588496307901,0.008101813397372,0.5648097076668506,1.663574224222289,1.663550880912403,0.7045171616574782
adder_dcop_25,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0026222164129164,0.0081009202088031,0.5455046883618312,1.663879550816178,1.6639217211853952,0.7045171616574782
adder_dcop_26,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025850766354963,0.0081034086316755,0.5405405405405406,1.6637216917871864,1.6640253179602376,0.7045171616574782
adder_dcop_27,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025659478943445,0.0081042124393313,0.5664644236072808,1.6636029065953828,1.6636055848590126,0.7045171616574782
adder_dcop_28,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025590280700222,0.0081088279032593,0.5637065637065637,1.6638045149611411,1.663820556477146,0.7045171616574782
adder_dcop_29,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025542933574724,0.0081045706950008,0.573634859349145,1.663495682632535,1.663452153343114,0.7045171616574782
adder_dcop_30,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025539112212147,0.0081093419053291,0.5664644236072808,1.663809258113061,1.6638369656207754,0.7045171616574782
adder_dcop_31,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025511421870366,0.0081060719797445,0.5653612796469939,1.663608230227508,1.6635820379814994,0.7045171616574782
adder_dcop_32,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025648015079781,0.008119041583882,0.5664644236072808,1.664155517177559,1.6641979783276588,0.7045171616574782
adder_dcop_33,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025601889455023,0.0081146574733711,0.5686707115278544,1.6642077940924682,1.664233253936497,0.7045171616574782
adder_dcop_34,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025699043096283,0.0081148585758187,0.5697738554881412,1.6637099879363737,1.6637050788036705,0.7045171616574782
adder_dcop_35,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025758141535735,0.0081018941390584,0.5648097076668506,1.6648099754635086,1.6626808014694172,0.7045171616574782
adder_dcop_36,1813,1813,11246,0.0034213891277952,6.202978488692774,30.777149494507437,1.0,1310.0,0.0066188637617209,0.0025877962009618,0.0086832655631368,0.5686707115278544,1.713716390479297,1.7137180669079568,0.7045171616574782
